id,Openness,Conscientiousness,Extraversion,Agreeableness,Emotional stability,liwc_Achiev,liwc_Adverbs,liwc_Affect,liwc_Anger,liwc_Anx,liwc_Article,liwc_Assent,liwc_AuxVb,liwc_Bio,liwc_Body,liwc_Cause,liwc_Certain,liwc_CogMech,liwc_Conj,liwc_Death,liwc_Discrep,liwc_Excl,liwc_Family,liwc_Feel,liwc_Filler,liwc_Friends,liwc_Funct,liwc_Future,liwc_Health,liwc_Hear,liwc_Home,liwc_Humans,liwc_I,liwc_Incl,liwc_Ingest,liwc_Inhib,liwc_Insight,liwc_Ipron,liwc_Leisure,liwc_Money,liwc_Motion,liwc_Negate,liwc_Negemo,liwc_Nonflu,liwc_Numbers,liwc_Past,liwc_Percept,liwc_Posemo,liwc_Ppron,liwc_Prep,liwc_Present,liwc_Pronoun,liwc_Quant,liwc_Relativ,liwc_Relig,liwc_Sad,liwc_See,liwc_Sexual,liwc_SheHe,liwc_Social,liwc_Space,liwc_Swear,liwc_Tentat,liwc_They,liwc_Time,liwc_Verbs,liwc_We,liwc_Work,liwc_You
-Areopagan-,high,high,medium,low,high,0.00548159749412686,0.020360219263899765,0.011746280344557557,0.0015661707126076742,0.0,0.020360219263899765,0.0023492560689115116,0.03523884103367267,0.004698512137823023,0.0007830853563038371,0.009397024275646046,0.0015661707126076742,0.06342991386061081,0.031323414252153486,0.0,0.010180109631949883,0.01644479248238058,0.0,0.0015661707126076742,0.0007830853563038371,0.0,0.23257635082223962,0.0031323414252153485,0.0023492560689115116,0.0,0.0007830853563038371,0.004698512137823023,0.028191072826938137,0.014878621769772905,0.0,0.0,0.006264682850430697,0.022709475332811275,0.0015661707126076742,0.0031323414252153485,0.006264682850430697,0.008613938919342208,0.0015661707126076742,0.0,0.003915426781519186,0.0023492560689115116,0.0023492560689115116,0.010180109631949883,0.04698512137823023,0.04385277995301488,0.042286609240407204,0.0696945967110415,0.010180109631949883,0.03915426781519186,0.0,0.0,0.0007830853563038371,0.0023492560689115116,0.0,0.028191072826938137,0.017227877838684416,0.0023492560689115116,0.01331245105716523,0.0031323414252153485,0.012529365700861394,0.056382145653876274,0.0,0.0031323414252153485,0.015661707126076743
-BigSexy-,high,low,low,medium,high,0.00317323408990475,0.02029059583326678,0.012213756715170295,0.0004791796444487038,7.45390558031317e-05,0.03334557903535813,0.0012991092582831526,0.0325575947311536,0.0030614255062000524,0.0009796561619840167,0.006426331453884284,0.004174187124975376,0.06546126364996459,0.028697536484205706,0.00022894138568104738,0.007464554016856475,0.014694842429760251,0.000543070263708531,0.0012724881669248912,0.0021935779279207332,1.064843654330453e-05,0.24073452915275714,0.004142241815345462,0.0012032733293934118,0.0009690077254407122,0.0006229335377833149,0.0016664803190271588,0.01993919742733773,0.017708349971515432,0.00033542575111409267,0.0007720116493895784,0.008119432864269704,0.024384919684167373,0.0015759686084090704,0.0010914647456887142,0.004994116738809824,0.006538140037588981,0.0018634763950782925,0.000543070263708531,0.0026248396079245665,0.01189430361887116,0.004626745678065818,0.01011069049786765,0.03672113341958567,0.0558457254513606,0.032759915025476385,0.06110605310375304,0.012905905090485089,0.04013928154998642,0.0010328983447005394,0.000521773390621922,0.002316034948168735,0.0007081210301297512,0.00423275352596355,0.027142864748883246,0.022111478482171855,0.0003141288780274836,0.011947545801587682,0.004248726180778507,0.013326518333945618,0.05426443262467988,0.0030614255062000524,0.003306339546696056,0.0068842142252463785
-BlitzN9ne,high,low,medium,medium,high,0.0035600741820108624,0.023314346271029275,0.01632666578354749,0.0018545502715591469,0.00021526029937740098,0.027818254073387203,0.002036693601801563,0.026443899854285337,0.00423897204927805,0.0013909127036693602,0.0074016426016690956,0.0047191681017353295,0.06171347198304411,0.02508610411975096,0.0007120148364021724,0.006938005033779309,0.012004901311431978,0.0007120148364021724,0.0012584448271294212,0.0034276063054709234,0.00014902636110743144,0.231504172738111,0.0031461120678235527,0.0012584448271294212,0.0006623393826996954,0.0002980527222148629,0.0018214333024241622,0.021840641144522454,0.01639289972181746,0.0002980527222148629,0.0008775996820770963,0.00667306928069943,0.026344548946880382,0.0016558484567492384,0.0012915617962644059,0.004503907802357928,0.0038415684196582327,0.0037091005431182937,0.0008610411975096039,0.0030467611604185984,0.009123724996688303,0.005199364154192608,0.012385746456484303,0.04229036958537555,0.05237448668697841,0.03376275003311697,0.06863491853225592,0.012534772817591733,0.03924360842495695,0.001125976950589482,0.0006623393826996954,0.0031461120678235527,0.0015896145184792687,0.0032289044906610147,0.02975559676778381,0.020996158431580342,0.0017220823950192079,0.013048085839183998,0.0034772817591734004,0.015415949132335408,0.05156312094317128,0.0014902636110743145,0.0023016293548814414,0.013577957345343753
-CrestiaBell,high,medium,high,medium,medium,0.003255954542411597,0.027005150696936563,0.01971830414469827,0.0010609745954400407,0.00026372217477477113,0.03142351144047081,0.000947371197075524,0.027165412633915077,0.003578507048482279,0.0013368685628967244,0.006473365074663805,0.005611196426361669,0.06427923715317999,0.02726481560748403,0.0006369904836867549,0.006473365074663805,0.014796842636978311,0.0003651537804573754,0.0010832895486902136,0.00900712658461526,2.8400849591129198e-05,0.23858133699028083,0.0026656225973388406,0.0010305451137352594,0.0007424793535966633,0.00041992684752598173,0.0016005907376714955,0.014510805508953367,0.016519151301468932,0.00041992684752598173,0.0008662259125294406,0.005477306706860631,0.02667245503029762,0.0022416384855855546,0.0007546511462785758,0.004361559044351984,0.004663825229286145,0.002988175103409522,0.0006917635507553612,0.0031869810505474262,0.01113719030394995,0.0044183607435342425,0.01659218205756041,0.031462055450630196,0.05954035253568871,0.026615653331115364,0.05813451048092781,0.014048277387040693,0.04186082366521079,0.00032458113818433366,0.0006816203901871007,0.0023613277802910274,0.001093432709258474,0.004596880369535625,0.02561148043485758,0.02262533396356171,0.000545702038572411,0.013366656996853592,0.003858458280166267,0.02239406990260537,0.0464455322420645,0.002771111467248749,0.0019069141868329603,0.007436965328648545
-dyad-,high,medium,low,medium,medium,0.003334842933014945,0.02733747787064103,0.015192062250401416,0.0006999053069290626,0.00012351270122277575,0.025978838157190497,0.0015233233150809009,0.027666845073901766,0.00387006463831364,0.0021820577216023714,0.007616616575404504,0.003376013833422537,0.07262546831899214,0.03281320762485076,0.00016468360163036764,0.006216805961546379,0.016180163860183623,0.0003293672032607353,0.0027172794269010665,0.004034748239944008,0.0,0.2347153032236815,0.0030878175305693936,0.0009057598089670221,0.0010292725101897979,0.0002881963028531434,0.0016880069167112685,0.02795504137675491,0.019267981390753017,0.0002470254024455515,0.0007822471077442464,0.00881057268722467,0.025443616451891804,0.001976203219564412,0.0006999053069290626,0.0036230392358680883,0.005558071555024908,0.0027996212277162503,0.000494050804891103,0.0031289884309769855,0.012721808225945902,0.00646383136399193,0.012104244719832022,0.03791839927539215,0.05150479640989748,0.030013586397134504,0.06336201572728395,0.013257029931244597,0.0371773230680555,0.0002470254024455515,0.00037053810366832724,0.0025525958252706985,0.0006587344065214706,0.0021408868211947795,0.018979785087899874,0.020544279303388365,0.00016468360163036764,0.016015480258553254,0.005228704351764173,0.015397916752439376,0.05121660010704434,0.0009057598089670221,0.0021408868211947795,0.002429083124047923
-fwer,low,low,low,medium,low,0.006329113924050633,0.015822784810126583,0.012658227848101266,0.0,0.0,0.03164556962025317,0.0,0.02531645569620253,0.0031645569620253164,0.0,0.0031645569620253164,0.012658227848101266,0.06645569620253164,0.0189873417721519,0.0,0.006329113924050633,0.022151898734177215,0.0,0.0,0.0,0.0,0.25316455696202533,0.006329113924050633,0.0031645569620253164,0.0,0.0,0.0031645569620253164,0.0379746835443038,0.015822784810126583,0.0,0.0,0.0,0.028481012658227847,0.006329113924050633,0.0031645569620253164,0.00949367088607595,0.006329113924050633,0.0,0.0,0.006329113924050633,0.012658227848101266,0.0031645569620253164,0.012658227848101266,0.0379746835443038,0.07278481012658228,0.022151898734177215,0.06645569620253164,0.0189873417721519,0.04113924050632911,0.0,0.0,0.0031645569620253164,0.0,0.0,0.012658227848101266,0.022151898734177215,0.0,0.012658227848101266,0.0,0.00949367088607595,0.04746835443037975,0.0,0.0,0.0
-tactical-throw-away,high,low,medium,low,medium,0.0036174480049087398,0.020633190772302253,0.01217110986968029,0.0014561372981784547,0.00010073905836454718,0.03252955775553378,0.0010898134495801013,0.035881420970208716,0.004368411894535364,0.0017308801846272197,0.006035185405657872,0.005302537708461165,0.06206441804877602,0.026741640947679796,0.0005036952918227359,0.007903437033509474,0.013141868068465927,0.0007601219858415833,0.0010348648722903484,0.001666773511122508,2.7474288644876502e-05,0.2394842160211735,0.005284221516031248,0.0008700191404210892,0.0012088687003745662,0.0008150705631313363,0.002784061249347486,0.008846720943650233,0.018636725797441227,0.0008883353328510069,0.0007967543707014186,0.005046111014442318,0.024296429258285786,0.0018957259164964788,0.0023536307272444203,0.005375802478180836,0.008049966572948816,0.003113752713086004,0.0007051734085518303,0.002491002170468803,0.007976701803229144,0.0051560081690218236,0.008865037136080152,0.03135732144001905,0.05573617356423947,0.03677891439927468,0.05565375069830484,0.012363429890194426,0.0416235472969879,0.0006319086388321595,0.000778438178271501,0.002710796479627815,0.0013370820473839898,0.004844632897713223,0.03448939034553497,0.023435568214079657,0.0010257067760753894,0.010018957259164964,0.005504015825190259,0.01272975373879278,0.05672524795545502,0.0034159698881796453,0.00447830904911487,0.010660023994212084
12345jk12345,medium,high,high,low,high,0.007039774727208729,0.01912472134225038,0.014431538190777896,0.0034025577848175526,0.00011732957878681215,0.02616449606945911,0.0012906253666549337,0.02792443975126129,0.006453126833274669,0.0010559662090813093,0.006218467675701044,0.0035198873636043647,0.06535257538425437,0.03308694121788103,0.0,0.006687785990848293,0.013375571981696586,0.00035198873636043646,0.0016426141030153702,0.0017599436818021823,0.00011732957878681215,0.2219875630646486,0.0028159098908834917,0.0016426141030153702,0.0010559662090813093,0.0,0.0031678986272439284,0.01419687903320427,0.020767335445265753,0.0007039774727208729,0.0007039774727208729,0.008095740936290039,0.019476710078610817,0.0016426141030153702,0.0009386366302944972,0.005045171887832923,0.005397160624193359,0.0045758535726856744,0.0010559662090813093,0.0031678986272439284,0.007039774727208729,0.005749149360553795,0.009503695881731784,0.03695881731784583,0.05174234424498416,0.038953420157221634,0.056435527396456645,0.012319605772615276,0.04611052446321718,0.0,0.0007039774727208729,0.003050569048457116,0.0034025577848175526,0.004927842309046111,0.03508154405725684,0.02405256365129649,0.0034025577848175526,0.012906253666549338,0.0018772732605889944,0.016191481872580078,0.05397160624193359,0.0009386366302944972,0.003637216942391177,0.015487504399859204
1mas,high,low,low,low,medium,0.005302557704304429,0.018402994385527137,0.022457891453524642,0.0018714909544603868,0.0,0.02744853399875234,0.0012476606363069245,0.031191515907673113,0.004990642545227698,0.002495321272613849,0.004678727386150967,0.005926388022457892,0.06331877729257641,0.031815346225826574,0.0,0.004678727386150967,0.014036182158452901,0.0012476606363069245,0.0006238303181534623,0.002495321272613849,0.0,0.22769806612601373,0.004366812227074236,0.0015595757953836558,0.0,0.0006238303181534623,0.0018714909544603868,0.017467248908296942,0.019026824703680598,0.0006238303181534623,0.0012476606363069245,0.006550218340611353,0.022769806612601372,0.0028072364316905803,0.002183406113537118,0.005302557704304429,0.007797878976918278,0.005302557704304429,0.00031191515907673113,0.0028072364316905803,0.011852776044915784,0.004054897067997504,0.017155333749220212,0.037429819089207735,0.048658764815970056,0.0330630068621335,0.06019962570180911,0.01653150343106675,0.039925140361821584,0.00031191515907673113,0.0018714909544603868,0.0034310667498440423,0.0006238303181534623,0.004054897067997504,0.026824703680598878,0.021834061135371178,0.0015595757953836558,0.010917030567685589,0.004054897067997504,0.011228945726762321,0.05396132252027448,0.0056144728633811605,0.0031191515907673115,0.007174048658764816
22Starter22,low,low,low,low,low,0.0046132008516678496,0.029808374733853796,0.0113555713271824,0.0008280104092737166,0.00011828720132481665,0.025195173882185947,0.0004731488052992666,0.03158268275372605,0.0008280104092737166,0.0002365744026496333,0.005914360066240833,0.005559498462266383,0.06411166311805062,0.0269694819020582,0.00035486160397445,0.008871540099361249,0.014667612964277266,0.0002365744026496333,0.0016560208185474332,0.002720605630470783,0.0002365744026496333,0.23267092500591435,0.004849775254317483,0.00011828720132481665,0.0011828720132481666,0.0004731488052992666,0.0014194464158978,0.022356281050390347,0.015495623373550982,0.00035486160397445,0.0015377336172226164,0.00532292405961675,0.021883132245091082,0.0014194464158978,0.0020108824225218832,0.0063875088715401,0.007333806482138633,0.002720605630470783,0.0008280104092737166,0.0017743080198722497,0.015022474568251716,0.005559498462266383,0.008634965696711615,0.03453986278684646,0.057369292642536075,0.03075467234445233,0.056422995031937546,0.012301868937780932,0.054530399810740475,0.00011828720132481665,0.0008280104092737166,0.0026023184291459663,0.00011828720132481665,0.0015377336172226164,0.018925952211970666,0.025668322687485215,0.0005914360066240833,0.014549325762952448,0.003785190442394133,0.023894014667612963,0.05547669742133901,0.0014194464158978,0.0029571800331204164,0.005914360066240833
